Country,Year,Agricultural production index (2014-2016=100),"Balance of payments, current account (million US$)",CPI: Consumer Price Index (2010=100),Economy: Agriculture (% of Gross Value Added),Economy: Industry (% of Gross Value Added),Economy: Services and other activity (% of GVA),Employment in agriculture (% of employed),Employment in industry (% of employed),Employment in services (% employed),"GDP growth rate (annual %, const. 2015 prices)",GDP per capita (current US$),GDP: Gross domestic product (million current US$),International trade: balance (million current US$),International trade: exports (million current US$),International trade: imports (million current US$),Unemployment (% of labour force),Labour force participation rate - Female (per 100 pop.),Labour force participation rate - Male (per 100 pop.),Labour force participation rate - Female/Labour force participation rate - Male Ratio,Education: Government expenditure (% of GDP),"Fertility rate, total (live births per woman)",Health: Current expenditure (% of GDP),Health: Physicians (per 1 000 pop.),Intentional homicide rate (per 100 000 pop.),Population growth rate (average annual %),Refugees and others of concern to UNHCR (000),Seats held by women in national parliaments (%),Under five mortality rate (per 1000 live births),Urban population (% of total population),Urban population growth rate (average annual %),Education: Primary gross enrol. ratio - Female (per 100 pop.),Education: Primary gross enrol. ratio - Male (per 100 pop.),Education: Primary gross enrol. ratio - Female/Education: Primary gross enrol. ratio - Male Ratio,Education: Upper Sec. gross enrol. ratio - Female (per 100 pop.),Education: Upper Sec. gross enrol. ratio - Male (per 100 pop.),Education: Upper Sec. gross enrol. ratio - Female/Education: Upper Sec. gross enrol. ratio - Male Ratio,Education: Lower Sec. gross enrol. ratio - Female (per 100 pop.),Education: Lower Sec. gross enrol. ratio - Male (per 100 pop.),Education: Lower Sec. gross enrol. ratio - Female/Education: Lower Sec. gross enrol. ratio - Male Ratio,International migrant stock (000),International migrant stock (% of total pop.),International migrant stock/International migrant stock Ratio,Life expectancy at birth - Female (years),Life expectancy at birth - Male (years),Life expectancy at birth - Female/Life expectancy at birth - Male Ratio,Population age distribution - 0-14 years (%),Population age distribution - 60+ years (%),Population age distribution - 0-14 years/Population age distribution - 60+ years Ratio,"Energy production, primary (Petajoules)",Energy supply per capita (Gigajoules),Forested area (% of land area),Important sites for terrestrial biodiversity protected (%),Individuals using the Internet (per 100 inhabitants),Net Official Development Assist. disbursed (% of GNI),Net Official Development Assist. received (% of GNI),Research & Development expenditure (% of GDP),Threatened species (number),Tourist/visitor arrivals at national borders (000),CO2 emission estimates - Total (million tons),CO2 emission estimates - Per capita (tons per capita),CO2 emission estimates - Total/CO2 emission estimates - Per capita Ratio,Pop. using safely managed drinking water - Urban (%),Pop. using safely managed drinking water - Rural (%),Pop. using safely managed drinking water - Urban/Pop. using safely managed drinking water - Rural Ratio,Pop. using safely managed sanitation - Urban (%),Pop. using safely managed sanitation - Rural (%),Pop. using safely managed sanitation - Urban/Pop. using safely managed sanitation - Rural Ratio
Bahamas,2015.0,100.0,1203.0,110.0,0.9,13.4,85.7,3.5,11.8,84.7,1.0,29821.4,11711.0,2719.0,443.0,3161.0,12.0,66.7,81.3,82.0418204182042,2.2,1.6,5.2,2.2,37.2,0.7,0.1,13.2,15.1,82.7,1.5,79.2,81.7,96.94002447980417,78.0,75.1,103.86151797603196,80.6,82.5,97.69696969696969,59.2,15.8,374.6835443037975,77.4,70.3,110.099573257468,21.3,14.0,152.14285714285717,0.0,81.0,50.9,29.8,78.0,,,,81.0,1496.0,2.3,5.8,39.655172413793096,,,,,,
Bahamas,2020.0,99.0,2284.0,116.0,0.9,12.8,86.3,3.1,11.6,85.2,23.5,23998.2,9755.0,1866.0,339.0,2205.0,12.6,62.1,75.1,82.68974700399468,2.4,1.4,7.6,1.9,18.0,0.2,0.0,12.8,13.2,83.1,,,,,,,,,,,63.6,16.2,392.5925925925926,76.8,69.4,110.66282420749278,19.5,15.4,126.62337662337661,0.0,72.0,50.9,29.8,92.4,,,,96.0,441.0,2.1,5.1,41.1764705882353,,,,,,
Bahamas,2024.0,99.0,1763.0,126.0,0.6,9.3,90.0,3.0,11.8,85.2,14.4,31458.4,12897.0,3288.0,302.0,3590.0,9.4,65.2,79.3,82.21941992433797,2.8,1.4,7.1,,31.2,0.5,0.8,18.0,12.5,,,93.5,94.1,99.3623804463337,62.3,60.3,103.31674958540631,63.5,64.4,98.60248447204968,,,,78.3,71.1,110.12658227848102,17.9,17.0,105.29411764705881,0.0,87.0,50.9,29.8,94.4,,,,144.0,1452.0,2.5,6.2,40.32258064516129,,,,,,
Bahrain,2015.0,99.0,752.0,111.0,0.3,40.7,59.0,1.1,35.2,63.8,2.5,22795.4,31051.0,2508.0,13882.0,16390.0,1.2,43.0,86.2,49.88399071925754,2.7,2.1,5.0,0.9,0.2,4.0,0.4,7.5,7.6,89.0,2.1,102.9,101.6,101.27952755905514,103.5,96.5,107.25388601036269,100.9,102.5,98.43902439024392,722.5,52.7,1370.967741935484,81.3,79.5,102.26415094339623,20.5,4.7,436.17021276595744,957.0,424.0,0.8,0.0,93.5,,,0.1,32.0,9670.0,29.1,21.4,135.98130841121497,,,,,,
Bahrain,2020.0,125.0,3245.0,116.0,0.3,41.1,58.6,0.9,34.9,64.2,4.6,23433.5,34622.0,3899.0,11559.0,15458.0,1.8,43.5,86.2,50.46403712296984,2.3,1.9,4.7,0.8,0.0,0.7,0.3,15.0,9.1,89.4,,98.6,97.4,101.23203285420944,102.3,101.3,100.98716683119446,100.2,100.5,99.70149253731344,936.1,55.0,1702.0,81.0,77.2,104.92227979274611,19.9,5.9,337.28813559322026,1045.0,451.0,0.9,0.0,99.7,,,,47.0,1909.0,33.7,22.8,147.80701754385964,,,,,,
Bahrain,2024.0,129.0,2699.0,120.0,0.3,43.5,56.2,0.9,34.8,64.3,4.8,30146.5,44383.0,4110.0,19475.0,15364.0,1.3,44.3,87.1,50.86107921928817,,1.8,4.3,,0.1,2.4,0.4,20.0,6.2,,,92.7,92.0,100.76086956521739,104.7,113.4,92.32804232804233,98.5,98.6,99.89858012170386,,,,82.1,80.9,101.48331273176761,18.7,6.7,279.1044776119403,1024.0,444.0,0.9,0.0,100.0,,,,67.0,9949.0,32.3,22.1,146.15384615384613,,,,,,
Bangladesh,2015.0,101.0,2580.0,145.0,14.7,31.1,54.3,43.5,20.5,36.0,8.5,1449.6,228785.0,16325.0,31734.0,48059.0,4.4,32.8,80.4,40.796019900497505,1.9,2.2,2.3,0.5,2.6,0.9,233.0,20.0,38.7,34.3,3.5,102.4,97.2,105.34979423868313,47.0,48.4,97.10743801652893,89.1,72.3,123.23651452282158,1422.2,0.9,158022.22222222222,72.6,68.7,105.67685589519648,31.2,7.6,410.5263157894737,1475.0,12.0,14.5,41.5,12.9,,1.25,,137.0,126.0,74.8,0.5,14960.0,47.1,61.3,76.8352365415987,27.3,20.3,134.48275862068965
Bangladesh,2020.0,116.0,1193.0,190.0,12.4,34.1,53.4,38.1,21.4,40.5,3.4,2230.6,373446.0,15934.0,29924.0,45858.0,5.3,36.6,80.3,45.57907845579079,1.8,2.2,2.3,0.7,2.3,0.8,860.5,20.9,31.3,37.4,,123.3,113.8,108.34797891036906,61.1,55.5,110.0900900900901,94.6,73.8,128.18428184281842,2115.4,1.3,162723.07692307694,73.4,69.6,105.45977011494254,29.3,8.8,332.95454545454544,1453.0,13.0,14.5,42.1,36.1,,1.38,,165.0,182.0,93.5,0.6,15583.333333333334,53.0,62.2,85.20900321543408,28.2,29.5,95.59322033898306
Bangladesh,2024.0,125.0,4388.0,216.0,11.7,35.2,53.0,36.9,21.9,41.3,7.1,2527.5,432677.0,22829.0,38769.0,61598.0,4.2,36.9,79.9,46.182728410513135,1.8,2.1,2.4,0.7,,1.2,961.8,20.9,21.0,,,123.1,112.4,109.51957295373664,64.6,59.9,107.84641068447411,95.5,75.9,125.82345191040842,,,,76.7,73.3,104.63847203274217,28.0,9.5,294.7368421052631,1455.0,13.0,14.5,42.1,44.5,,1.16,,243.0,135.0,105.3,0.6,17550.0,54.2,62.4,86.85897435897436,28.8,32.4,88.8888888888889
Barbados,2015.0,103.0,99.0,168.0,1.7,15.4,82.9,2.9,19.4,77.7,2.4,17023.7,4734.0,1135.0,483.0,1618.0,9.8,60.8,67.5,90.07407407407408,5.4,1.7,6.8,,11.1,0.2,0.0,16.7,13.3,31.2,0.1,95.3,97.3,97.94450154162384,111.9,106.3,105.26810912511759,107.8,107.7,100.0928505106778,34.5,12.1,285.12396694214874,78.2,73.8,105.96205962059622,19.2,18.6,103.2258064516129,3.0,64.0,14.7,1.8,72.0,,0.35,,51.0,592.0,1.3,4.6,28.260869565217394,,,,,,
Barbados,2020.0,89.0,296.0,181.0,2.2,14.7,83.1,2.8,16.6,80.7,12.7,16882.5,4739.0,1156.0,345.0,1501.0,9.7,57.6,64.5,89.30232558139535,4.2,1.7,7.4,2.6,14.6,0.2,0.0,20.0,11.6,31.2,,98.2,100.8,97.42063492063492,118.2,110.7,106.77506775067751,96.9,99.9,96.996996996997,34.9,12.1,288.4297520661157,78.6,74.5,105.50335570469798,18.1,21.3,84.97652582159625,2.0,60.0,14.7,1.8,72.7,,,,62.0,207.0,1.2,4.2,28.57142857142857,,,,,,
Barbados,2024.0,103.0,,113.0,1.7,14.4,84.0,2.7,16.5,80.8,11.3,20238.8,5700.0,1667.0,476.0,2143.0,7.6,58.3,65.5,89.00763358778624,5.9,1.7,8.1,3.0,15.3,0.1,0.0,26.7,12.3,,,94.0,97.1,96.80741503604531,120.1,112.9,106.37732506643044,100.2,99.0,101.21212121212122,,,,78.8,73.8,106.77506775067751,17.2,23.3,73.81974248927038,2.0,55.0,14.7,1.8,76.2,,,,90.0,540.0,1.1,3.8,28.947368421052634,,,,,,
Belarus,2015.0,100.0,1831.0,387.0,7.2,37.7,55.1,10.2,31.6,58.1,3.8,5819.7,56455.0,3631.0,26660.0,30291.0,5.9,59.3,71.2,83.28651685393258,4.8,1.7,6.1,5.1,3.4,0.2,7.9,27.3,4.1,77.2,0.7,95.3,96.8,98.4504132231405,103.0,108.9,94.58218549127639,93.2,95.0,98.10526315789474,1082.9,11.5,9416.521739130436,78.8,68.5,115.03649635036497,16.2,20.4,79.41176470588236,163.0,110.0,42.5,87.9,67.3,,0.19,0.5,21.0,4386.0,53.4,5.5,970.9090909090909,,,,81.5,55.5,146.84684684684686
Belarus,2020.0,105.0,178.0,536.0,8.1,35.9,56.1,10.9,30.6,58.5,0.7,6370.5,61372.0,3588.0,29179.0,32767.0,4.0,59.1,71.5,82.65734265734265,4.9,1.4,6.4,4.5,2.3,1.1,9.2,40.0,2.9,79.0,,93.5,95.3,98.11122770199371,96.6,103.4,93.42359767891682,92.4,93.9,98.40255591054313,1067.1,11.3,9443.362831858405,77.4,67.1,115.35022354694489,17.0,22.9,74.23580786026201,187.0,109.0,43.2,87.9,85.1,,0.56,0.5,30.0,3598.0,53.2,5.5,967.2727272727274,,,,81.6,49.7,164.1851106639839
Belarus,2024.0,103.0,1020.0,710.0,8.6,37.2,54.1,10.6,30.4,59.0,4.7,7642.8,72874.0,33192.0,26521.0,59713.0,3.4,58.9,71.2,82.72471910112358,4.7,1.2,6.6,,,0.6,37.5,40.0,3.1,,,92.9,96.5,96.26943005181347,95.3,101.1,94.26310583580614,91.6,94.8,96.62447257383965,,,,79.2,69.7,113.62984218077474,16.3,25.0,65.2,253.0,119.0,43.3,87.9,89.5,,0.21,0.5,33.0,4920.0,55.0,5.7,964.9122807017543,,,,81.5,48.7,167.3511293634497
Belgium,2015.0,101.0,6363.0,109.0,0.8,22.0,77.3,1.2,21.4,77.4,2.0,41086.2,462150.0,5182.0,253411.0,258593.0,8.5,48.0,58.9,81.49405772495756,6.5,1.7,10.8,3.0,,0.7,45.8,39.3,3.9,97.9,0.7,102.3,102.2,100.09784735812133,168.4,142.4,118.25842696629213,188.0,177.2,106.09480812641084,1783.5,15.8,11287.974683544304,83.1,78.6,105.72519083969465,17.0,24.1,70.53941908713692,446.0,194.0,22.8,66.6,85.1,0.79,,2.4,30.0,8355.0,89.6,8.0,1120.0,,,,,,
Belgium,2020.0,102.0,7325.0,118.0,0.8,21.6,77.7,0.9,20.4,78.7,5.3,45517.8,526264.0,897.0,295144.0,294247.0,5.6,49.3,58.5,84.27350427350427,6.3,1.6,11.2,3.2,,0.3,98.2,40.7,3.6,98.0,,102.2,102.0,100.19607843137254,156.7,133.2,117.64264264264264,168.9,161.8,104.38813349814586,2005.5,17.3,11592.485549132947,83.1,78.5,105.85987261146497,16.8,25.5,65.88235294117646,572.0,181.0,22.8,75.5,91.5,0.86,,3.4,66.0,2584.0,79.3,6.9,1149.2753623188405,,,,,,
Belgium,2024.0,100.0,6205.0,138.0,0.7,22.4,76.9,0.9,19.1,80.0,3.0,49986.8,582643.0,21980.0,393158.0,415137.0,5.5,50.8,59.6,85.23489932885904,,1.4,11.0,6.4,1.1,0.2,198.5,42.7,3.4,,,101.8,101.8,100.0,148.4,128.9,115.12800620636152,154.7,149.9,103.20213475650432,,,,84.4,80.1,105.36828963795257,16.0,27.2,58.82352941176471,747.0,199.0,22.8,75.8,94.0,0.86,,3.4,60.0,8220.0,83.0,7.1,1169.0140845070423,,,,,,
Belize,2015.0,102.0,175.0,104.0,11.1,17.2,71.7,18.1,15.4,66.5,3.2,6098.6,2195.0,682.0,314.0,996.0,7.6,48.3,79.5,60.75471698113207,5.4,2.4,4.7,1.1,33.1,2.1,0.1,3.1,15.6,45.4,2.3,110.9,116.2,95.43889845094664,63.6,55.7,114.18312387791741,91.9,91.1,100.87815587266742,54.6,15.1,361.58940397350995,74.8,68.9,108.56313497822931,31.8,6.3,504.76190476190476,9.0,43.0,58.4,43.3,41.6,,1.73,,117.0,341.0,0.7,1.8,38.888888888888886,,,,,,
Belize,2020.0,95.0,128.0,106.0,9.7,19.3,71.0,17.3,19.2,63.5,13.7,5185.2,2048.0,575.0,212.0,787.0,10.6,47.3,75.4,62.73209549071617,7.7,2.0,5.3,1.1,25.8,1.3,5.6,9.4,12.9,45.9,,108.5,112.0,96.875,69.0,58.5,117.94871794871796,97.3,97.3,100.0,62.0,15.6,397.43589743589746,74.5,69.0,107.97101449275361,28.9,7.1,407.0422535211268,7.0,38.0,56.0,43.3,57.1,,4.54,,143.0,144.0,0.6,1.5,40.0,,,,,,
Belize,2024.0,102.0,91.0,122.0,9.2,18.4,72.5,16.8,19.6,63.6,8.7,6984.2,2831.0,1084.0,253.0,1337.0,8.0,50.3,77.2,65.15544041450777,,2.0,5.0,,27.9,1.4,11.6,15.6,10.5,,,98.8,101.0,97.82178217821782,70.6,58.7,120.27257240204428,98.0,99.2,98.79032258064517,,,,76.7,71.1,107.8762306610408,26.6,8.0,332.5,8.0,42.0,55.5,43.3,70.4,,4.53,,235.0,373.0,0.6,1.5,40.0,,,,,,
Benin,2015.0,93.0,679.0,110.0,28.7,17.8,53.5,36.0,20.1,43.9,1.8,1040.9,11380.0,1922.0,625.0,2547.0,1.8,62.2,71.5,86.993006993007,3.2,5.3,2.7,0.1,,2.9,0.6,8.4,97.1,45.7,4.0,122.6,131.5,93.23193916349808,25.2,49.9,50.50100200400801,63.4,78.0,81.28205128205128,366.3,3.5,10465.714285714286,60.1,58.1,103.44234079173837,43.4,4.7,923.404255319149,104.0,16.0,30.0,66.7,11.3,,3.87,,74.0,255.0,5.2,0.5,1040.0,,,,3.3,1.4,235.71428571428572
Benin,2020.0,122.0,274.0,114.0,29.7,17.8,52.5,29.4,22.1,48.5,3.8,1240.7,15687.0,1808.0,846.0,2654.0,1.6,55.8,68.5,81.45985401459853,2.9,4.8,2.5,0.1,,2.6,1.8,7.2,85.6,47.9,,104.7,113.5,92.2466960352423,24.2,37.3,64.87935656836461,52.1,59.2,88.00675675675676,394.3,3.3,11948.48484848485,61.6,58.7,104.9403747870528,42.7,4.8,889.5833333333334,124.0,16.0,27.8,66.7,22.1,,6.78,,106.0,325.0,5.2,0.4,1300.0,,,,3.6,1.8,200.0
Benin,2024.0,129.0,735.0,121.0,29.6,18.7,51.6,28.4,22.3,49.3,6.3,1302.9,17397.0,2853.0,1052.0,3905.0,1.4,56.8,68.8,82.55813953488372,3.2,4.5,2.6,0.2,,2.4,9.3,26.6,77.5,,,108.7,117.3,92.66837169650469,25.3,34.7,72.91066282420748,53.2,58.2,91.40893470790378,,,,62.4,59.5,104.87394957983194,41.6,5.0,832.0,124.0,16.0,27.4,66.7,33.8,,4.83,,135.0,,5.4,0.4,1350.0,,,,3.6,1.8,200.0
Bermuda,2015.0,,943.0,148.0,0.2,5.4,94.4,1.6,10.3,87.6,0.8,105404.5,6656.0,920.0,9.0,929.0,6.7,72.6,80.0,90.75,1.5,1.4,,,6.3,0.1,,,3.7,100.0,0.6,106.8,104.4,102.29885057471265,90.1,79.8,112.90726817042606,99.8,96.0,103.95833333333333,19.2,30.2,63.576158940397356,84.5,76.4,110.60209424083769,15.3,22.7,67.40088105726872,1.0,128.0,18.5,52.0,98.3,,,0.2,64.0,220.0,0.6,8.8,6.8181818181818175,,,,,,
Bermuda,2020.0,,854.0,,0.3,5.9,93.9,,,,6.8,107559.6,6887.0,885.0,19.0,904.0,,,,,1.9,1.5,,,10.9,0.4,,,2.8,100.0,,91.3,89.7,101.78372352285395,80.0,69.9,114.4492131616595,93.4,82.3,113.48724179829892,19.7,31.7,62.14511041009464,85.2,77.8,109.51156812339333,14.5,26.5,54.71698113207547,1.0,102.0,18.5,52.0,98.4,,,0.2,80.0,42.0,0.4,6.9,5.797101449275362,,,,,,
Bermuda,2024.0,,962.0,,0.3,6.0,93.7,,,,0.5,117568.2,7546.0,896.0,41.0,937.0,,,,,1.9,1.4,,,6.2,0.1,,,2.3,,,85.6,85.2,100.4694835680751,75.9,67.5,112.44444444444446,85.0,78.0,108.97435897435896,,,,85.9,79.1,108.59671302149181,13.6,29.9,45.484949832775925,1.0,119.0,18.5,52.0,,,,,92.0,146.0,0.5,8.2,6.097560975609757,,,,,,
Bhutan,2015.0,96.0,548.0,88.0,14.4,43.5,42.2,58.0,9.7,32.4,8.6,2746.4,2041.0,971.0,782.0,1753.0,2.4,55.1,70.1,78.60199714693296,6.3,1.8,3.8,0.3,1.6,1.0,,8.5,30.6,38.7,3.7,103.9,101.1,102.76953511374877,72.4,66.9,108.22122571001496,100.2,86.9,115.3049482163406,51.1,7.0,730.0,72.5,69.4,104.46685878962536,27.0,8.3,325.3012048192771,77.0,95.0,71.2,47.0,39.8,,5.23,,71.0,155.0,1.1,1.5,73.33333333333334,44.9,49.1,91.44602851323829,43.5,51.2,84.9609375
Bhutan,2020.0,113.0,381.0,106.0,16.1,32.6,51.3,49.9,14.9,35.2,10.2,3181.3,2458.0,2009.0,448.0,2457.0,5.0,63.1,72.0,87.63888888888889,5.9,1.5,4.4,0.5,2.5,0.7,,14.9,25.1,41.6,,106.6,101.2,105.33596837944663,75.2,70.7,106.36492220650638,97.9,85.6,114.36915887850469,53.6,6.9,776.8115942028985,74.2,70.6,105.09915014164308,23.4,9.0,259.99999999999994,91.0,92.0,71.4,47.0,76.9,,9.33,,101.0,30.0,0.9,1.2,75.0,54.9,79.6,68.96984924623116,40.9,56.8,72.00704225352112
Bhutan,2024.0,78.0,1000.0,125.0,15.0,32.6,52.4,44.0,15.2,40.8,5.2,3704.3,2898.0,2876.0,778.0,3654.0,6.1,64.1,73.4,87.32970027247956,7.0,1.4,3.8,0.6,,0.6,,17.4,21.5,,,107.9,99.9,108.008008008008,90.2,79.3,113.74527112232032,97.4,83.1,117.20818291215404,,,,75.3,71.6,105.16759776536313,20.9,9.6,217.70833333333334,93.0,101.0,71.5,47.0,86.8,,,,127.0,21.0,1.2,1.5,80.0,58.9,84.6,69.62174940898346,41.0,57.9,70.81174438687393
Bolivia (Plurinational State of),2015.0,102.0,1936.0,134.0,12.6,31.0,56.5,29.7,20.9,49.4,4.9,2975.6,33000.0,920.0,8923.0,9843.0,3.1,54.6,79.5,68.67924528301887,8.1,2.9,6.6,0.5,4.9,1.5,0.8,53.1,51.4,68.4,2.1,94.8,96.8,97.93388429752066,88.2,87.8,100.45558086560365,97.0,101.5,95.56650246305419,143.0,1.3,11000.0,69.6,65.0,107.07692307692307,32.6,8.1,402.46913580246917,951.0,31.0,48.0,45.4,37.5,,2.48,,216.0,882.0,18.6,1.7,1094.1176470588236,,,,,,
Bolivia (Plurinational State of),2020.0,109.0,16.0,150.0,15.5,26.0,58.5,30.0,18.1,51.9,8.7,3068.8,36630.0,82.0,7033.0,7115.0,7.9,59.3,80.1,74.03245942571786,8.4,2.7,8.0,1.0,3.6,1.1,6.7,53.1,45.7,69.8,,98.6,98.8,99.79757085020242,85.6,84.4,101.42180094786728,97.2,102.4,94.921875,164.1,1.4,11721.428571428572,67.1,59.7,112.39530988274706,31.0,8.4,369.04761904761904,716.0,27.0,46.9,45.4,59.9,,0.94,,296.0,323.0,17.0,1.4,1214.2857142857144,,,,,,
Bolivia (Plurinational State of),2024.0,115.0,1247.0,157.0,14.1,29.7,56.2,27.0,20.6,52.4,3.6,3600.1,44008.0,571.0,10919.0,11489.0,4.1,61.4,83.2,73.79807692307692,,2.5,8.2,1.3,4.3,1.4,16.6,46.2,40.4,,,99.6,99.6,100.0,89.0,88.1,101.02156640181612,96.4,98.0,98.36734693877551,,,,71.3,66.3,107.54147812971343,29.8,8.5,350.5882352941176,738.0,31.0,46.7,45.4,73.3,,1.29,,580.0,724.0,20.1,1.7,1182.3529411764707,,,,,,
"Bonaire, Sint Eustatius and Saba",2015.0,,,,,,,,,,,,,,,,,,,,,1.3,,,,0.1,0.0,,12.3,74.8,3.2,,,,,,,,,,24.6,100.0,24.6,80.7,75.4,107.0291777188329,17.5,16.6,105.42168674698796,0.0,65.0,0.0,62.5,,,,,55.0,,0.1,4.1,2.439024390243903,,,,,,
"Bonaire, Sint Eustatius and Saba",2020.0,,,,,,,,,,,,,,,,,,,,,1.7,,,,3.1,,,12.9,75.0,,,,,,,,,,,26.2,100.0,26.200000000000003,80.0,75.0,106.66666666666667,16.9,20.1,84.07960199004974,0.0,66.0,5.9,62.5,,,,,67.0,,0.1,4.4,2.272727272727273,,,,,,
"Bonaire, Sint Eustatius and Saba",2024.0,,,,,,,,,,,,,,,,,,,,,1.5,,,,2.3,,,12.4,,,,,,,,,,,,,,,80.3,75.4,106.49867374005304,15.8,21.7,72.8110599078341,0.0,64.0,5.9,62.5,,,,,96.0,,0.1,4.2,2.380952380952381,,,,,,
Bosnia and Herzegovina,2015.0,99.0,826.0,104.0,7.3,26.3,66.4,17.9,29.5,52.6,4.3,4654.6,16404.0,3895.0,5099.0,8994.0,27.7,35.4,57.8,61.24567474048443,,1.3,9.2,2.1,1.6,1.3,143.9,21.4,6.4,47.2,0.3,90.7,91.6,99.0174672489083,79.3,76.7,103.38983050847457,88.5,90.2,98.11529933481152,38.6,1.1,3509.0909090909086,80.2,73.5,109.1156462585034,14.3,24.2,59.09090909090909,173.0,71.0,42.2,29.0,52.6,,2.18,0.2,85.0,678.0,18.7,5.3,352.8301886792453,,,,28.2,,
Bosnia and Herzegovina,2020.0,115.0,574.0,104.0,7.0,28.2,64.8,12.2,34.4,53.3,3.0,6095.1,20226.0,3715.0,6153.0,9868.0,15.9,36.0,58.1,61.96213425129088,,1.5,9.7,2.3,1.3,1.5,156.2,21.4,6.4,48.6,,88.4,89.3,98.99216125419935,82.8,80.1,103.37078651685394,88.4,90.0,98.22222222222223,36.0,1.1,3272.7272727272725,79.4,72.5,109.51724137931036,13.6,28.0,48.57142857142857,219.0,90.0,42.7,37.1,73.2,,2.22,0.2,104.0,197.0,21.1,6.4,329.6875,,,,53.1,,
Bosnia and Herzegovina,2024.0,113.0,760.0,121.0,5.8,29.4,64.8,16.9,33.5,49.6,4.1,7568.8,24474.0,6121.0,9228.0,15349.0,11.6,40.0,59.5,67.22689075630252,,1.5,9.6,,1.1,0.7,98.0,19.0,5.4,,,87.5,88.4,98.98190045248867,82.6,80.5,102.60869565217389,85.7,86.7,98.84659746251442,,,,81.1,74.6,108.71313672922251,13.0,30.2,43.046357615894046,219.0,94.0,42.7,37.1,83.4,,2.52,0.2,140.0,915.0,21.6,6.6,327.2727272727273,,,,58.1,,
Botswana,2015.0,105.0,301.0,133.0,2.0,39.0,59.0,18.6,17.3,64.1,4.9,5869.7,13531.0,1718.0,6330.0,8048.0,18.9,56.0,68.0,82.35294117647058,8.3,3.0,6.1,0.4,14.5,1.4,2.4,9.5,48.8,67.2,3.3,97.0,99.0,97.97979797979798,,,,92.1,89.1,103.36700336700338,103.1,4.9,2104.081632653061,65.2,61.2,106.5359477124183,34.4,5.6,614.2857142857143,56.0,35.0,28.0,51.1,37.3,,0.5,0.6,24.0,1528.0,5.6,2.4,233.33333333333334,76.2,,,,,
Botswana,2020.0,97.0,1531.0,153.0,2.3,27.8,69.8,19.4,15.0,65.5,8.7,5863.2,14930.0,2229.0,4376.0,6605.0,21.0,57.0,67.8,84.070796460177,8.1,2.9,6.1,0.4,8.7,1.4,1.0,10.8,41.2,70.2,,,,,,,,,,,110.3,4.7,2346.808510638298,70.4,65.0,108.30769230769232,32.9,5.9,557.6271186440678,51.0,33.0,26.9,51.1,67.5,,0.54,,33.0,328.0,5.7,2.3,247.82608695652178,73.0,,,,,
Botswana,2024.0,97.0,606.0,192.0,1.9,39.4,58.8,17.6,15.7,66.7,5.8,7737.7,20352.0,915.0,5503.0,6417.0,23.5,59.8,69.3,86.29148629148628,,2.7,6.3,0.4,10.5,1.6,0.9,11.1,36.8,,,93.0,94.4,98.51694915254237,64.6,49.8,129.71887550200802,79.3,76.7,103.38983050847457,,,,71.9,66.8,107.63473053892216,32.1,6.1,526.2295081967213,57.0,34.0,26.7,51.1,77.3,,0.58,,35.0,314.0,6.2,2.4,258.33333333333337,72.9,,,,,
Brazil,2015.0,102.0,63409.0,138.0,5.0,22.5,72.5,9.3,22.8,67.8,3.5,8783.2,1802212.0,6317.0,186775.0,180457.0,8.5,53.0,75.2,70.47872340425532,6.2,1.8,8.9,1.9,28.4,0.8,66.0,9.0,16.0,85.8,1.2,106.7,111.5,95.69506726457399,99.8,85.5,116.72514619883042,107.0,108.6,98.52670349907919,710.3,0.3,236766.66666666666,78.5,71.8,109.33147632311979,22.4,12.0,186.66666666666666,11567.0,60.0,60.3,43.0,58.3,,0.06,1.4,966.0,6306.0,463.5,2.3,20152.17391304348,85.2,62.8,135.6687898089172,46.1,,
Brazil,2020.0,113.0,28208.0,173.0,6.6,22.5,70.9,9.3,20.3,70.4,3.3,6923.7,1476107.0,42844.0,209180.0,166336.0,13.7,50.2,71.0,70.70422535211269,6.0,1.7,10.2,2.3,22.4,0.5,407.8,14.6,14.5,86.8,,102.9,108.1,95.18963922294174,101.9,91.5,111.36612021857924,110.2,110.0,100.18181818181819,1079.7,0.5,215940.0,77.6,71.5,108.53146853146853,20.8,14.2,146.47887323943664,13393.0,56.0,59.4,45.4,81.3,,0.04,1.1,1078.0,2146.0,393.2,1.8,21844.44444444444,87.9,72.7,120.90784044016507,50.7,,
Brazil,2024.0,114.0,30828.0,214.0,7.9,23.9,68.2,8.7,20.5,70.8,2.9,8917.7,1920095.0,86985.0,339696.0,252710.0,7.6,53.4,73.0,73.15068493150685,,1.6,9.9,2.1,20.6,0.4,593.6,17.5,13.7,,,101.9,105.0,97.04761904761905,109.9,93.0,118.1720430107527,110.5,111.4,99.19210053859963,,,,79.1,73.0,108.35616438356163,19.7,16.1,122.36024844720494,13470.0,60.0,59.3,45.7,80.5,,0.07,,2437.0,3630.0,446.8,2.1,21276.190476190477,88.9,76.0,116.97368421052632,51.4,,
